CustomerID,CustomerName,City,Age,MembershipType
C801,Tara Choudhary,Bhopal,39,Silver
C802,Rohan Choudhary,Chennai,56,Regular
C803,Varun Das,Kolkata,29,Silver
C804,Sneha Das,Mumbai,25,Regular
C805,Rahul Kumar,Mumbai,29,Regular
C806,Anjali Kapoor,Kolkata,65,Platinum
C807,Pooja Kapoor,Kolkata,35,Regular
C808,Riya Patel,Bhopal,62,Silver
C809,Riya Bhat,Delhi,56,Gold
C810,Riya Gupta,Bhopal,35,Regular
C811,Vikram Verma,Ahmedabad,41,Silver
C812,Varun Gupta,Kolkata,46,Regular
C813,Neha Singh,Chennai,27,Silver
C814,Siddharth Kapoor,Bhopal,36,Regular
C815,Varun Gupta,Hyderabad,28,Silver
C816,Rohan Bhat,Bangalore,59,Regular
C817,Sneha Kumar,Hyderabad,20,Regular
C818,Kiara Reddy,Mumbai,23,Silver
C819,Kiara Das,Pune,54,Platinum
C820,Siddharth Das,Pune,54,Regular
C821,Neha Das,Mumbai,23,Regular
C822,Karan Bhat,Bhopal,60,Regular
C823,Arjun Reddy,Delhi,32,Regular
C824,Varun Kapoor,Indore,54,Regular
C825,Aditya Nair,Pune,65,Silver
C826,Siddharth Nair,Ahmedabad,42,Platinum
C827,Meera Sharma,Mumbai,19,Gold
C828,Meera Reddy,Kolkata,58,Regular
C829,Tara Gupta,Delhi,28,Silver
C830,Sneha Patel,Chennai,18,Platinum
C831,Riya Malhotra,Kolkata,40,Silver
C832,Amit Gupta,Pune,60,Regular
C833,Arjun Singh,Bhopal,48,Silver
C834,Siddharth Reddy,Kolkata,34,Gold
C835,Pooja Choudhary,Chennai,28,Regular
C836,Siddharth Sharma,Mumbai,60,Regular
C837,Aditya Choudhary,Chennai,28,Gold
C838,Varun Verma,Bangalore,43,Regular
C839,Varun Bhat,Delhi,18,Platinum
C840,Arjun Sharma,Pune,57,Regular
C841,Pooja Gupta,Pune,28,Silver
C842,Meera Malhotra,Chennai,26,Regular
C843,Rishabh Malhotra,Kolkata,35,Regular
C844,Pooja Kumar,Ahmedabad,65,Regular
C845,Meera Sharma,Chennai,21,Gold
C846,Nisha Gupta,Hyderabad,60,Regular
C847,Pooja Nair,Bangalore,25,Silver
C848,Sneha Kapoor,Mumbai,19,Regular
C849,Vikram Iyer,Bhopal,28,Gold
C850,Meera Malhotra,Bhopal,37,Silver
C851,Tara Kapoor,Kolkata,38,Silver
C852,Pooja Sharma,Hyderabad,53,Regular
C853,Siddharth Singh,Delhi,57,Gold
C854,Vikram Joshi,Delhi,58,Regular
C855,Tara Gupta,Bangalore,47,Platinum
C856,Nisha Patel,Indore,43,Regular
C857,Rohan Choudhary,Hyderabad,32,Silver
C858,Karan Reddy,Mumbai,46,Gold
C859,Tara Kumar,Bhopal,48,Platinum
C860,Rahul Verma,Mumbai,19,Regular
C861,Siddharth Bhat,Indore,49,Regular
C862,Kiara Choudhary,Kolkata,32,Regular
C863,Varun Choudhary,Kolkata,57,Silver
C864,Arjun Gupta,Bangalore,37,Silver
C865,Rohan Nair,Delhi,51,Gold
C866,Kiara Patel,Bhopal,45,Gold
C867,Meera Kapoor,Hyderabad,41,Gold
C868,Sneha Das,Mumbai,49,Silver
C869,Kiara Bhat,Ahmedabad,60,Regular
C870,Pooja Singh,Indore,63,Regular
C871,Aditya Das,Delhi,37,Regular
C872,Varun Malhotra,Delhi,32,Gold
C873,Rishabh Gupta,Hyderabad,61,Regular
C874,Rishabh Malhotra,Kolkata,44,Regular
C875,Kiara Iyer,Indore,46,Silver
C876,Vikram Nair,Chennai,64,Regular
C877,Neha Malhotra,Bhopal,29,Regular
C878,Vikram Nair,Pune,52,Gold
C879,Meera Das,Hyderabad,60,Regular
C880,Siddharth Verma,Indore,51,Regular
C881,Kiara Reddy,Ahmedabad,57,Regular
C882,Kiara Patel,Chennai,35,Gold
C883,Meera Joshi,Pune,33,Regular
C884,Varun Nair,Bangalore,36,Silver
C885,Arjun Malhotra,Hyderabad,42,Platinum
C886,Sneha Singh,Mumbai,40,Gold
C887,Pooja Gupta,Ahmedabad,45,Regular
C888,Neha Kapoor,Ahmedabad,56,Silver
C889,Nisha Kumar,Pune,57,Silver
C890,Siddharth Nair,Pune,46,Silver
C891,Arjun Singh,Chennai,47,Gold
C892,Rishabh Bhat,Bangalore,60,Platinum
C893,Karan Patel,Bhopal,53,Silver
C894,Nisha Nair,Delhi,23,Regular
C895,Rohan Verma,Bhopal,48,Regular
C896,Rahul Patel,Indore,24,Silver
C897,Meera Bhat,Kolkata,25,Regular
C898,Kiara Sharma,Ahmedabad,49,Regular
C899,Varun Joshi,Bangalore,38,Regular
C900,Anjali Choudhary,Chennai,37,Platinum
C901,Tara Malhotra,Mumbai,65,Regular
C902,Varun Singh,Hyderabad,52,Silver
C903,Pooja Verma,Bangalore,33,Silver
C904,Meera Bhat,Delhi,38,Silver
C905,Priya Gupta,Indore,22,Regular
C906,Karan Kumar,Chennai,42,Gold
C907,Tara Reddy,Chennai,22,Regular
C908,Meera Malhotra,Indore,41,Regular
C909,Sneha Sharma,Mumbai,36,Regular
C910,Rishabh Malhotra,Mumbai,18,Gold
C911,Karan Singh,Chennai,63,Silver
C912,Priya Gupta,Kolkata,45,Gold
C913,Rohan Sharma,Ahmedabad,51,Regular
C914,Rahul Singh,Kolkata,56,Silver
C915,Sneha Sharma,Indore,37,Regular
C916,Sneha Verma,Mumbai,60,Regular
C917,Kiara Das,Ahmedabad,30,Platinum
C918,Riya Patel,Indore,45,Regular
C919,Nisha Sharma,Bangalore,30,Silver
C920,Varun Das,Ahmedabad,37,Gold
C921,Aditya Iyer,Indore,49,Regular
C922,Anjali Kumar,Hyderabad,33,Silver
C923,Meera Choudhary,Indore,29,Regular
C924,Nisha Verma,Kolkata,49,Regular
C925,Arjun Joshi,Kolkata,65,Regular
C926,Priya Verma,Bangalore,53,Regular
C927,Vikram Malhotra,Mumbai,19,Gold
C928,Arjun Reddy,Mumbai,64,Regular
C929,Rohan Patel,Ahmedabad,39,Regular
C930,Rishabh Singh,Mumbai,54,Silver
C931,Meera Nair,Hyderabad,20,Platinum
C932,Varun Patel,Mumbai,28,Platinum
C933,Siddharth Singh,Hyderabad,39,Regular
C934,Meera Bhat,Chennai,26,Platinum
C935,Nisha Verma,Delhi,45,Regular
C936,Vikram Joshi,Hyderabad,24,Regular
C937,Kiara Sharma,Ahmedabad,59,Silver
C938,Nisha Singh,Hyderabad,52,Regular
C939,Priya Kapoor,Ahmedabad,65,Regular
C940,Meera Gupta,Bhopal,44,Regular
C941,Anjali Bhat,Kolkata,27,Silver
C942,Karan Malhotra,Hyderabad,34,Platinum
C943,Rishabh Nair,Bhopal,38,Regular
C944,Pooja Gupta,Delhi,59,Silver
C945,Priya Nair,Ahmedabad,29,Platinum
C946,Rahul Iyer,Bangalore,60,Silver
C947,Karan Reddy,Pune,60,Silver
C948,Meera Malhotra,Delhi,56,Gold
C949,Arjun Joshi,Indore,42,Regular
C950,Riya Patel,Pune,39,Silver
C951,Tara Bhat,Delhi,45,Gold
C952,Aditya Malhotra,Delhi,60,Gold
C953,Karan Reddy,Pune,57,Gold
C954,Meera Malhotra,Mumbai,56,Regular
C955,Arjun Das,Kolkata,45,Regular
C956,Aditya Malhotra,Delhi,39,Platinum
C957,Rishabh Gupta,Chennai,20,Regular
C958,Rishabh Gupta,Bhopal,51,Gold
C959,Priya Kumar,Bangalore,31,Silver
C960,Sneha Kumar,Bhopal,21,Regular
C961,Arjun Reddy,Delhi,33,Silver
C962,Amit Verma,Hyderabad,28,Silver
C963,Nisha Iyer,Indore,44,Silver
C964,Aditya Sharma,Chennai,21,Silver
C965,Sneha Bhat,Ahmedabad,24,Regular
C966,Aditya Patel,Indore,46,Gold
C967,Meera Singh,Ahmedabad,18,Regular
C968,Vikram Iyer,Bangalore,18,Silver
C969,Varun Nair,Pune,43,Regular
C970,Kiara Patel,Pune,48,Silver
C971,Tara Reddy,Pune,39,Regular
C972,Rishabh Kumar,Ahmedabad,62,Regular
C973,Rishabh Kumar,Chennai,27,Regular
C974,Sneha Joshi,Hyderabad,56,Gold
C975,Meera Nair,Delhi,32,Platinum
C976,Sneha Gupta,Indore,40,Regular
C977,Varun Iyer,Bangalore,29,Silver
C978,Riya Reddy,Kolkata,26,Regular
C979,Karan Das,Bangalore,47,Silver
C980,Tara Verma,Bangalore,37,Gold
C981,Amit Patel,Hyderabad,58,Regular
C982,Rohan Choudhary,Pune,62,Gold
C983,Rahul Singh,Pune,21,Silver
C984,Priya Joshi,Hyderabad,65,Regular
C985,Arjun Das,Bangalore,50,Regular
C986,Pooja Patel,Ahmedabad,52,Gold
C987,Pooja Bhat,Bangalore,28,Regular
C988,Siddharth Malhotra,Bangalore,27,Regular
C989,Siddharth Singh,Indore,24,Gold
C990,Rohan Kapoor,Bhopal,57,Regular
C991,Karan Choudhary,Pune,48,Platinum
C992,Meera Kapoor,Bhopal,63,Regular
C993,Siddharth Nair,Bangalore,33,Regular
C994,Rohan Kumar,Kolkata,28,Regular
C995,Meera Joshi,Kolkata,37,Regular
C996,Rahul Iyer,Kolkata,35,Silver
C997,Meera Verma,Indore,18,Regular
C998,Rohan Verma,Hyderabad,27,Regular
C999,Riya Nair,Mumbai,32,Platinum
C1000,Varun Gupta,Indore,45,Regular
C1001,Siddharth Kapoor,Mumbai,42,Regular
C1002,Kiara Verma,Chennai,22,Regular
C1003,Sneha Nair,Ahmedabad,49,Regular
C1004,Pooja Kumar,Pune,33,Regular
C1005,Pooja Joshi,Kolkata,37,Gold
C1006,Riya Das,Pune,32,Regular
C1007,Neha Malhotra,Kolkata,29,Regular
C1008,Rishabh Malhotra,Bangalore,65,Regular
C1009,Karan Malhotra,Bangalore,21,Silver
C1010,Anjali Nair,Delhi,55,Regular
C1011,Aditya Das,Hyderabad,37,Platinum
C1012,Rishabh Kapoor,Bhopal,26,Platinum
C1013,Pooja Sharma,Bhopal,64,Gold
C1014,Anjali Malhotra,Ahmedabad,59,Gold
C1015,Rishabh Malhotra,Delhi,30,Silver
C1016,Vikram Iyer,Bhopal,43,Regular
C1017,Siddharth Joshi,Bhopal,34,Regular
C1018,Vikram Singh,Chennai,42,Regular
C1019,Priya Sharma,Hyderabad,23,Regular
C1020,Amit Nair,Chennai,33,Regular
C1021,Sneha Choudhary,Hyderabad,45,Platinum
C1022,Aditya Iyer,Hyderabad,49,Regular
C1023,Riya Nair,Bhopal,63,Regular
C1024,Rohan Kumar,Delhi,58,Regular
C1025,Vikram Reddy,Bangalore,31,Regular
C1026,Anjali Iyer,Bangalore,48,Silver
C1027,Rahul Malhotra,Delhi,57,Platinum
C1028,Nisha Singh,Indore,33,Regular
C1029,Anjali Malhotra,Mumbai,55,Regular
C1030,Rahul Iyer,Bangalore,50,Regular
C1031,Karan Das,Pune,31,Gold
C1032,Riya Kapoor,Bhopal,57,Silver
C1033,Siddharth Reddy,Indore,59,Regular
C1034,Neha Choudhary,Chennai,55,Platinum
C1035,Anjali Joshi,Ahmedabad,24,Regular
C1036,Varun Singh,Kolkata,44,Silver
C1037,Rishabh Iyer,Kolkata,62,Regular
C1038,Vikram Joshi,Bhopal,29,Regular
C1039,Varun Reddy,Ahmedabad,49,Regular
C1040,Priya Patel,Bangalore,18,Platinum
C1041,Riya Nair,Bhopal,23,Regular
C1042,Rahul Reddy,Delhi,58,Gold
C1043,Amit Bhat,Pune,53,Silver
C1044,Varun Singh,Ahmedabad,60,Regular
C1045,Sneha Sharma,Bhopal,39,Silver
C1046,Sneha Gupta,Bangalore,43,Regular
C1047,Meera Sharma,Indore,48,Silver
C1048,Anjali Choudhary,Mumbai,28,Silver
C1049,Siddharth Nair,Chennai,65,Regular
C1050,Rahul Patel,Bhopal,29,Regular
C1051,Karan Bhat,Mumbai,37,Gold
C1052,Kiara Das,Ahmedabad,49,Regular
C1053,Rahul Kapoor,Chennai,25,Regular
C1054,Anjali Joshi,Pune,55,Platinum
C1055,Meera Gupta,Pune,46,Regular
C1056,Sneha Das,Mumbai,63,Silver
C1057,Rahul Reddy,Bhopal,39,Regular
C1058,Pooja Malhotra,Mumbai,35,Regular
C1059,Rohan Patel,Indore,47,Silver
C1060,Meera Singh,Chennai,32,Regular
C1061,Riya Nair,Indore,47,Regular
C1062,Rishabh Verma,Hyderabad,31,Silver
C1063,Meera Bhat,Hyderabad,40,Regular
C1064,Siddharth Kapoor,Pune,49,Regular
C1065,Sneha Singh,Delhi,35,Regular
C1066,Amit Verma,Bangalore,39,Silver
C1067,Priya Gupta,Pune,41,Gold
C1068,Riya Choudhary,Bhopal,52,Regular
C1069,Tara Sharma,Hyderabad,40,Gold
C1070,Karan Sharma,Hyderabad,58,Regular
C1071,Tara Singh,Kolkata,37,Regular
C1072,Kiara Choudhary,Bhopal,43,Gold
C1073,Meera Iyer,Hyderabad,34,Gold
C1074,Aditya Singh,Bhopal,36,Regular
C1075,Tara Choudhary,Delhi,25,Gold
C1076,Rohan Joshi,Kolkata,57,Regular
C1077,Riya Bhat,Ahmedabad,62,Regular
C1078,Nisha Choudhary,Kolkata,42,Platinum
C1079,Rishabh Iyer,Kolkata,58,Regular
C1080,Vikram Choudhary,Bangalore,37,Regular
C1081,Rohan Malhotra,Mumbai,31,Regular
C1082,Anjali Choudhary,Hyderabad,20,Silver
C1083,Pooja Reddy,Mumbai,19,Regular
C1084,Siddharth Das,Indore,38,Regular
C1085,Siddharth Bhat,Bangalore,62,Regular
C1086,Sneha Kapoor,Kolkata,51,Regular
C1087,Karan Reddy,Bhopal,39,Regular
C1088,Pooja Malhotra,Bangalore,61,Regular
C1089,Varun Reddy,Chennai,26,Regular
C1090,Rahul Verma,Delhi,61,Regular
C1091,Pooja Singh,Delhi,32,Gold
C1092,Rahul Joshi,Hyderabad,40,Regular
C1093,Aditya Bhat,Bhopal,52,Platinum
C1094,Karan Singh,Delhi,27,Regular
C1095,Rohan Kumar,Bhopal,24,Regular
C1096,Pooja Kumar,Ahmedabad,52,Regular
C1097,Amit Nair,Pune,58,Regular
C1098,Sneha Iyer,Indore,39,Regular
C1099,Vikram Choudhary,Bhopal,57,Regular
C1100,Aditya Singh,Bhopal,27,Silver
C1101,Amit Singh,Mumbai,52,Regular
C1102,Rishabh Bhat,Kolkata,46,Regular
C1103,Rishabh Bhat,Kolkata,61,Gold
C1104,Siddharth Iyer,Bhopal,48,Regular
C1105,Aditya Kapoor,Indore,61,Silver
C1106,Karan Joshi,Ahmedabad,35,Silver
C1107,Sneha Singh,Pune,40,Platinum
C1108,Anjali Bhat,Hyderabad,18,Platinum
C1109,Anjali Iyer,Bhopal,43,Regular
C1110,Kiara Patel,Pune,31,Gold
C1111,Pooja Das,Hyderabad,56,Regular
C1112,Tara Sharma,Mumbai,50,Regular
C1113,Anjali Patel,Delhi,57,Gold
C1114,Rahul Iyer,Indore,48,Regular
C1115,Priya Singh,Bangalore,56,Silver
C1116,Neha Joshi,Ahmedabad,55,Regular
C1117,Arjun Sharma,Chennai,62,Silver
C1118,Rohan Singh,Mumbai,56,Regular
C1119,Amit Sharma,Bhopal,26,Regular
C1120,Anjali Reddy,Indore,24,Regular
C1121,Siddharth Bhat,Ahmedabad,20,Regular
C1122,Karan Joshi,Kolkata,43,Regular
C1123,Amit Choudhary,Bhopal,20,Regular
C1124,Tara Iyer,Indore,29,Platinum
C1125,Neha Bhat,Hyderabad,37,Regular
C1126,Riya Reddy,Kolkata,38,Gold
C1127,Sneha Bhat,Pune,25,Silver
C1128,Rahul Singh,Mumbai,53,Regular
C1129,Arjun Kumar,Delhi,28,Gold
C1130,Amit Kapoor,Chennai,26,Regular
C1131,Meera Joshi,Indore,51,Gold
C1132,Neha Kumar,Pune,50,Regular
C1133,Arjun Iyer,Indore,22,Platinum
C1134,Rahul Bhat,Mumbai,40,Platinum
C1135,Priya Nair,Bangalore,45,Silver
C1136,Meera Malhotra,Bangalore,40,Regular
C1137,Karan Singh,Bangalore,33,Gold
C1138,Siddharth Sharma,Ahmedabad,41,Gold
C1139,Amit Iyer,Chennai,27,Gold
C1140,Rohan Bhat,Indore,18,Platinum
C1141,Anjali Verma,Mumbai,57,Gold
C1142,Karan Patel,Delhi,36,Regular
C1143,Anjali Gupta,Delhi,29,Regular
C1144,Riya Patel,Indore,60,Regular
C1145,Karan Das,Indore,27,Silver
C1146,Rishabh Iyer,Indore,65,Silver
C1147,Neha Iyer,Kolkata,22,Regular
C1148,Neha Nair,Chennai,47,Regular
C1149,Neha Verma,Bangalore,30,Silver
C1150,Aditya Kapoor,Bhopal,59,Regular
C1151,Neha Reddy,Ahmedabad,54,Regular
C1152,Anjali Nair,Hyderabad,49,Silver
C1153,Rohan Choudhary,Delhi,51,Gold
C1154,Neha Kapoor,Pune,28,Regular
C1155,Neha Joshi,Ahmedabad,65,Regular
C1156,Pooja Das,Mumbai,21,Regular
C1157,Riya Choudhary,Pune,36,Regular
C1158,Nisha Choudhary,Indore,34,Regular
C1159,Rishabh Patel,Bangalore,46,Silver
C1160,Siddharth Das,Bangalore,24,Gold
C1161,Pooja Malhotra,Mumbai,39,Platinum
C1162,Siddharth Bhat,Mumbai,41,Regular
C1163,Sneha Das,Mumbai,35,Regular
C1164,Kiara Malhotra,Bangalore,48,Platinum
C1165,Rohan Bhat,Mumbai,43,Regular
C1166,Anjali Nair,Mumbai,48,Regular
C1167,Anjali Sharma,Kolkata,41,Regular
C1168,Aditya Verma,Bhopal,38,Regular
C1169,Anjali Patel,Pune,62,Regular
C1170,Anjali Sharma,Pune,61,Gold
C1171,Arjun Joshi,Indore,35,Regular
C1172,Riya Kumar,Mumbai,58,Regular
C1173,Arjun Malhotra,Pune,31,Regular
C1174,Amit Sharma,Bhopal,38,Regular
C1175,Varun Choudhary,Pune,52,Silver
C1176,Sneha Patel,Pune,22,Silver
C1177,Sneha Kapoor,Indore,46,Platinum
C1178,Karan Verma,Kolkata,49,Regular
C1179,Aditya Das,Indore,18,Silver
C1180,Priya Verma,Chennai,61,Regular
C1181,Tara Verma,Mumbai,38,Regular
C1182,Vikram Singh,Mumbai,51,Gold
C1183,Riya Iyer,Chennai,19,Regular
C1184,Vikram Gupta,Pune,32,Regular
C1185,Anjali Kumar,Delhi,38,Platinum
C1186,Kiara Malhotra,Kolkata,57,Silver
C1187,Rishabh Iyer,Pune,26,Regular
C1188,Rohan Reddy,Mumbai,45,Regular
C1189,Priya Choudhary,Delhi,21,Silver
C1190,Karan Choudhary,Delhi,53,Platinum
C1191,Meera Joshi,Pune,55,Silver
C1192,Riya Kapoor,Hyderabad,40,Silver
C1193,Rishabh Kapoor,Delhi,46,Silver
C1194,Varun Das,Pune,63,Regular
C1195,Sneha Das,Hyderabad,65,Gold
C1196,Rahul Malhotra,Ahmedabad,27,Regular
C1197,Rishabh Malhotra,Mumbai,26,Silver
C1198,Siddharth Bhat,Hyderabad,46,Regular
C1199,Sneha Reddy,Delhi,64,Gold
C1200,Neha Patel,Kolkata,35,Regular
C1201,Tara Das,Ahmedabad,26,Regular
C1202,Vikram Choudhary,Mumbai,53,Regular
C1203,Nisha Joshi,Kolkata,38,Platinum
C1204,Meera Verma,Bhopal,54,Silver
C1205,Neha Nair,Mumbai,44,Regular
C1206,Priya Joshi,Indore,52,Regular
C1207,Tara Joshi,Chennai,47,Gold
C1208,Karan Bhat,Kolkata,61,Regular
C1209,Siddharth Iyer,Bhopal,28,Regular
C1210,Tara Gupta,Indore,29,Regular
C1211,Rishabh Reddy,Bhopal,56,Regular
C1212,Rohan Kapoor,Kolkata,36,Regular
C1213,Anjali Patel,Indore,42,Regular
C1214,Nisha Patel,Bangalore,43,Platinum
C1215,Nisha Verma,Bhopal,25,Regular
C1216,Siddharth Reddy,Ahmedabad,64,Silver
C1217,Neha Iyer,Bhopal,45,Gold
C1218,Amit Das,Hyderabad,19,Regular
C1219,Rishabh Choudhary,Hyderabad,27,Platinum
C1220,Karan Choudhary,Chennai,59,Gold
C1221,Kiara Nair,Pune,33,Regular
C1222,Varun Nair,Kolkata,34,Gold
C1223,Tara Singh,Pune,62,Silver
C1224,Neha Choudhary,Indore,62,Regular
C1225,Amit Singh,Hyderabad,25,Silver
C1226,Karan Choudhary,Mumbai,45,Regular
C1227,Arjun Joshi,Bangalore,35,Regular
C1228,Meera Verma,Kolkata,38,Gold
C1229,Meera Joshi,Hyderabad,23,Regular
C1230,Rohan Joshi,Bhopal,53,Silver
C1231,Neha Joshi,Delhi,21,Gold
C1232,Rohan Sharma,Kolkata,21,Silver
C1233,Aditya Patel,Indore,29,Silver
C1234,Riya Patel,Indore,30,Silver
C1235,Kiara Verma,Hyderabad,19,Regular
C1236,Tara Malhotra,Hyderabad,46,Silver
C1237,Neha Das,Bhopal,49,Regular
C1238,Meera Gupta,Kolkata,43,Regular
C1239,Anjali Bhat,Delhi,43,Regular
C1240,Siddharth Sharma,Bangalore,60,Silver
C1241,Siddharth Iyer,Pune,44,Silver
C1242,Amit Reddy,Bhopal,63,Gold
C1243,Amit Choudhary,Bhopal,47,Regular
C1244,Tara Verma,Bhopal,48,Regular
C1245,Amit Kapoor,Indore,24,Silver
C1246,Amit Kapoor,Indore,25,Silver
C1247,Rohan Joshi,Bangalore,44,Regular
C1248,Anjali Patel,Bhopal,45,Gold
C1249,Nisha Choudhary,Delhi,54,Regular
C1250,Rishabh Iyer,Delhi,59,Gold
C1251,Kiara Nair,Indore,33,Regular
C1252,Vikram Singh,Bhopal,41,Regular
C1253,Riya Sharma,Bangalore,33,Regular
C1254,Pooja Kapoor,Hyderabad,51,Regular
C1255,Anjali Gupta,Bhopal,18,Regular
C1256,Anjali Patel,Pune,27,Regular
C1257,Amit Malhotra,Delhi,50,Regular
C1258,Nisha Joshi,Bangalore,64,Platinum
C1259,Arjun Patel,Delhi,39,Gold
C1260,Rahul Sharma,Chennai,58,Regular
C1261,Varun Singh,Delhi,49,Regular
C1262,Priya Kapoor,Pune,37,Silver
C1263,Neha Iyer,Bhopal,35,Silver
C1264,Karan Sharma,Mumbai,48,Regular
C1265,Nisha Choudhary,Kolkata,49,Regular
C1266,Tara Singh,Indore,47,Silver
C1267,Rahul Verma,Delhi,21,Silver
C1268,Neha Das,Ahmedabad,26,Regular
C1269,Karan Verma,Mumbai,37,Regular
C1270,Varun Verma,Hyderabad,33,Regular
C1271,Nisha Malhotra,Indore,47,Regular
C1272,Karan Reddy,Bangalore,49,Gold
C1273,Riya Choudhary,Delhi,62,Silver
C1274,Kiara Das,Bhopal,38,Platinum
C1275,Amit Bhat,Bangalore,45,Regular
C1276,Riya Choudhary,Delhi,45,Silver
C1277,Priya Das,Pune,55,Regular
C1278,Pooja Verma,Bhopal,61,Silver
C1279,Neha Kapoor,Delhi,32,Silver
C1280,Varun Sharma,Bhopal,58,Silver
C1281,Amit Joshi,Bangalore,59,Gold
C1282,Kiara Sharma,Delhi,23,Regular
C1283,Priya Bhat,Bangalore,36,Silver
C1284,Anjali Joshi,Ahmedabad,28,Silver
C1285,Vikram Das,Bangalore,34,Silver
C1286,Arjun Kumar,Mumbai,19,Platinum
C1287,Rohan Bhat,Chennai,20,Silver
C1288,Meera Sharma,Hyderabad,56,Gold
C1289,Rahul Choudhary,Indore,28,Regular
C1290,Meera Sharma,Ahmedabad,51,Regular
C1291,Meera Kumar,Delhi,32,Regular
C1292,Riya Patel,Chennai,48,Regular
C1293,Neha Kapoor,Delhi,49,Regular
C1294,Arjun Bhat,Chennai,64,Silver
C1295,Nisha Patel,Ahmedabad,21,Platinum
C1296,Vikram Kapoor,Mumbai,30,Regular
C1297,Amit Sharma,Bhopal,19,Regular
C1298,Kiara Iyer,Hyderabad,58,Silver
C1299,Tara Kapoor,Mumbai,47,Silver
C1300,Aditya Gupta,Chennai,46,Gold
C1301,Pooja Bhat,Kolkata,61,Regular
C1302,Riya Verma,Hyderabad,23,Platinum
C1303,Varun Das,Pune,40,Silver
C1304,Aditya Nair,Mumbai,56,Regular
C1305,Anjali Iyer,Indore,28,Regular
C1306,Nisha Das,Bhopal,52,Regular
C1307,Tara Kapoor,Kolkata,38,Silver
C1308,Varun Kumar,Kolkata,33,Silver
C1309,Rishabh Bhat,Bangalore,59,Regular
C1310,Neha Das,Delhi,47,Gold
C1311,Neha Bhat,Mumbai,19,Regular
C1312,Meera Reddy,Hyderabad,54,Silver
C1313,Varun Kumar,Delhi,58,Regular
C1314,Karan Joshi,Bhopal,43,Regular
C1315,Amit Kumar,Delhi,55,Regular
C1316,Priya Singh,Pune,55,Regular
C1317,Anjali Joshi,Ahmedabad,52,Platinum
C1318,Priya Kumar,Chennai,32,Regular
C1319,Priya Reddy,Bangalore,36,Platinum
C1320,Aditya Gupta,Delhi,55,Silver
C1321,Vikram Iyer,Mumbai,27,Regular
C1322,Nisha Das,Pune,30,Regular
C1323,Priya Patel,Pune,48,Silver
C1324,Neha Choudhary,Indore,53,Regular
C1325,Priya Singh,Bhopal,27,Regular
C1326,Vikram Patel,Hyderabad,55,Gold
C1327,Neha Das,Delhi,41,Silver
C1328,Sneha Singh,Delhi,36,Silver
C1329,Tara Kapoor,Ahmedabad,55,Regular
C1330,Sneha Iyer,Bhopal,39,Regular
C1331,Meera Kapoor,Indore,50,Regular
C1332,Neha Bhat,Indore,65,Regular
C1333,Sneha Reddy,Hyderabad,22,Regular
C1334,Karan Verma,Delhi,57,Regular
C1335,Tara Sharma,Bangalore,48,Gold
C1336,Karan Patel,Ahmedabad,25,Regular
C1337,Nisha Malhotra,Mumbai,27,Regular
C1338,Neha Reddy,Ahmedabad,26,Gold
C1339,Riya Patel,Chennai,19,Regular
C1340,Rahul Kumar,Ahmedabad,47,Regular
C1341,Anjali Malhotra,Bhopal,40,Silver
C1342,Karan Sharma,Kolkata,45,Regular
C1343,Priya Kapoor,Bangalore,41,Regular
C1344,Arjun Singh,Hyderabad,22,Platinum
C1345,Amit Gupta,Mumbai,45,Gold
C1346,Amit Sharma,Indore,51,Platinum
C1347,Karan Gupta,Pune,45,Regular
C1348,Anjali Das,Ahmedabad,34,Regular
C1349,Anjali Bhat,Bhopal,62,Gold
C1350,Karan Das,Delhi,20,Regular
C1351,Kiara Choudhary,Bhopal,43,Regular
C1352,Riya Iyer,Kolkata,58,Silver
C1353,Amit Iyer,Bangalore,18,Regular
C1354,Sneha Joshi,Delhi,53,Platinum
C1355,Pooja Patel,Chennai,51,Silver
C1356,Vikram Bhat,Ahmedabad,59,Platinum
C1357,Meera Choudhary,Kolkata,51,Silver
C1358,Vikram Reddy,Ahmedabad,28,Regular
C1359,Nisha Sharma,Hyderabad,29,Gold
C1360,Rahul Choudhary,Pune,63,Regular
C1361,Rohan Bhat,Bangalore,52,Regular
C1362,Karan Verma,Indore,29,Silver
C1363,Nisha Kapoor,Indore,19,Silver
C1364,Meera Kumar,Indore,63,Gold
C1365,Nisha Malhotra,Mumbai,64,Platinum
C1366,Tara Reddy,Pune,47,Gold
C1367,Rohan Choudhary,Pune,31,Regular
C1368,Nisha Singh,Delhi,62,Regular
C1369,Siddharth Choudhary,Delhi,26,Regular
C1370,Anjali Reddy,Indore,27,Regular
C1371,Rahul Joshi,Mumbai,38,Silver
C1372,Rahul Nair,Mumbai,40,Regular
C1373,Aditya Kapoor,Hyderabad,26,Platinum
C1374,Kiara Verma,Ahmedabad,65,Platinum
C1375,Siddharth Nair,Bhopal,65,Gold
C1376,Meera Choudhary,Indore,52,Gold
C1377,Tara Sharma,Indore,22,Regular
C1378,Tara Kumar,Delhi,57,Regular
C1379,Rahul Choudhary,Kolkata,50,Platinum
C1380,Arjun Reddy,Indore,43,Regular
C1381,Sneha Gupta,Pune,63,Regular
C1382,Priya Reddy,Ahmedabad,23,Platinum
C1383,Pooja Joshi,Delhi,22,Regular
C1384,Siddharth Malhotra,Hyderabad,53,Silver
